date,gross_return,transaction_cost,traded_gross_exposure,portfolio_return
2021-02-26,-0.10220329090951212,0.0030000000000000005,3.0000000000000004,-0.10520329090951212
2021-03-31,-0.018176545619266557,0.0034000000000000002,3.4000000000000004,-0.021576545619266557
2021-04-30,-0.010884471572018252,0.0036000000000000003,3.6,-0.014484471572018253
2021-05-28,-0.03183098019399315,0.003,3.0,-0.03483098019399315
2021-06-30,0.056028907741897886,0.0028,2.8,0.05322890774189789
2021-07-30,0.055070364120488983,0.0026000000000000003,2.6,0.052470364120488985
2021-08-31,-0.04027314062729146,0.0024,2.4,-0.04267314062729146
2021-09-30,0.027858514984799965,0.0032,3.2,0.024658514984799963
2021-10-29,0.00784556886790918,0.0026000000000000003,2.6,0.005245568867909179
2021-11-30,-0.05606652601552201,0.0026000000000000003,2.6,-0.05866652601552201
2021-12-31,0.024280763253881798,0.0034,3.4,0.020880763253881798
2022-01-31,0.003641585049623472,0.0028000000000000004,2.8000000000000003,0.0008415850496234717
2022-02-28,-0.003627031983192419,0.003,3.0,-0.006627031983192419
2022-03-31,0.05014487988863825,0.0026000000000000003,2.6,0.04754487988863825
2022-04-29,0.07633125980062577,0.0026000000000000003,2.6,0.07373125980062577
2022-05-31,-0.027023832420674798,0.0018000000000000004,1.8000000000000003,-0.028823832420674798
2022-06-30,-0.16827336838138124,0.0026000000000000007,2.6000000000000005,-0.17087336838138123
2022-07-29,0.027905691395538116,0.0036000000000000003,3.6,0.024305691395538117
2022-08-31,0.08048046462246249,0.0030000000000000005,3.0000000000000004,0.07748046462246248
2022-09-30,0.09281971913550865,0.0024000000000000002,2.4000000000000004,0.09041971913550866
2022-10-31,-0.01677558715020979,0.0028,2.8,-0.01957558715020979
2022-11-30,0.09599349656002965,0.0022,2.2,0.09379349656002965
2022-12-30,-0.2960840749664854,0.0024000000000000002,2.4000000000000004,-0.29848407496648544
2023-01-31,0.0433962605933439,0.0032,3.2,0.0401962605933439
2023-02-28,-0.05614176231897816,0.0032,3.2,-0.05934176231897816
2023-03-31,0.10174227320022944,0.0028000000000000004,2.8000000000000003,0.09894227320022944
2023-04-28,-0.04646802672674562,0.0016000000000000003,1.6000000000000003,-0.048068026726745615
2023-05-31,0.01932582600804527,0.003,3.0,0.01632582600804527
2023-06-30,0.00980725906382629,0.0024000000000000002,2.4000000000000004,0.00740725906382629
2023-07-31,-0.014294622197078128,0.0026000000000000003,2.6,-0.01689462219707813
2023-08-31,0.005691116423104901,0.0028000000000000004,2.8000000000000003,0.002891116423104901
2023-09-29,-0.018456859518515258,0.0024,2.4,-0.020856859518515257
2023-10-31,0.013133128893112023,0.0030000000000000005,3.0000000000000004,0.010133128893112022
2023-11-30,-0.04342159798419705,0.0028000000000000004,2.8000000000000003,-0.046221597984197046
2023-12-29,0.05476020449726192,0.0024000000000000002,2.4000000000000004,0.05236020449726192
2024-01-31,0.1480490204852309,0.0026000000000000007,2.6000000000000005,0.1454490204852309
2024-02-29,-0.03060000894056414,0.0026000000000000003,2.6,-0.03320000894056414
2024-03-28,-0.005842447345042884,0.0028000000000000004,2.8000000000000003,-0.008642447345042884
2024-04-30,0.05220165477936019,0.0028000000000000004,2.8000000000000003,0.04940165477936019
2024-05-31,-0.01591990553772922,0.0028000000000000004,2.8000000000000003,-0.01871990553772922
2024-06-28,-0.15738910919775287,0.0026000000000000003,2.6,-0.15998910919775286
2024-07-31,0.04642108992347306,0.0032,3.2,0.04322108992347306
2024-08-30,-0.022419434312560466,0.0028,2.8,-0.025219434312560466
2024-09-30,0.04039381199180175,0.0026000000000000003,2.6,0.03779381199180175
2024-10-31,0.13497101557060026,0.003,3.0,0.13197101557060026
2024-11-29,0.045611989791418145,0.002,2.0,0.04361198979141814
2024-12-31,-0.005094623876417473,0.0024000000000000002,2.4000000000000004,-0.007494623876417473
2025-01-31,-0.031993253482383625,0.0028000000000000004,2.8000000000000003,-0.03479325348238363
2025-02-28,0.028421281163128056,0.0026000000000000003,2.6,0.025821281163128054
2025-03-31,0.07123742576711092,0.0024000000000000002,2.4000000000000004,0.06883742576711092
2025-04-30,0.1128353022051076,0.0026000000000000003,2.6,0.11023530220510759
2025-05-30,-0.0010055812426237043,0.0024,2.4,-0.003405581242623704
2025-06-30,0.05227146539637509,0.0028000000000000004,2.8000000000000003,0.04947146539637509
2025-07-31,-0.11055709324754595,0.0022,2.2,-0.11275709324754594
2025-08-29,0.1089522109479357,0.0032,3.2,0.1057522109479357
2025-09-30,0.1322975489059424,0.0026000000000000003,2.6,0.1296975489059424
2025-10-31,0.008812428750619552,0.0022,2.2,0.006612428750619551
2025-11-28,-0.012102124848938835,0.0024,2.4,-0.014502124848938834
