date,information_coefficient,p_value
2022-02-14,0.16818481848184816,0.09439812036096833
2022-02-15,0.13664566456645663,0.17521211233928163
2022-02-16,0.12712871287128713,0.20751610464995499
2022-02-17,0.15657965796579656,0.11977392912528995
2022-02-18,0.09399339933993398,0.3522788741994076
2022-02-22,0.1431263126312631,0.15543486470468415
2022-02-23,0.10401440144014398,0.3030741229099398
2022-02-24,0.24585658565856583,0.013677422892014918
2022-02-25,0.18058205820582054,0.07218829678061488
2022-02-28,0.05717371737173717,0.5720659391665692
2022-03-01,0.05926192619261925,0.5580881057670849
2022-03-02,0.06473447344734473,0.5222521345833537
2022-03-03,0.03085508550855085,0.760561002266464
2022-03-04,-0.12804080408040802,0.20424750681765869
2022-03-07,-0.14846684668466847,0.14043158007229684
2022-03-08,0.00186018601860186,0.9853452789463923
2022-03-09,0.14161416141614158,0.15989314144205904
2022-03-10,0.1587158715871587,0.11474507058732099
2022-03-11,0.041104110411041096,0.6847095529411922
2022-03-14,-0.004968496849684968,0.9608710014000041
2022-03-15,0.0009120912091209121,0.9928141571744273
2022-03-16,0.09863786378637862,0.32888563253629954
2022-03-17,0.08224422442244222,0.4159420446218083
2022-03-18,-0.021038103810381036,0.8354171415713846
2022-03-21,-0.026894689468946888,0.790536803929893
2022-03-22,-0.049756975697569754,0.6229888781364754
2022-03-23,-0.046000600060005996,0.649495409039575
2022-03-24,-0.0802040204020402,0.42764056673349626
2022-03-25,-0.01812181218121812,0.8579734754568096
2022-03-28,-0.017737773777377733,0.8609527943561345
2022-03-29,0.09215721572157214,0.361806466517419
2022-03-30,0.10372637263726371,0.30442230613408644
2022-03-31,0.11566756675667567,0.251801525075392
2022-04-01,0.11397539753975397,0.2588521503919248
2022-04-04,0.0989138913891389,0.3275272875544739
2022-04-05,0.09785778577857786,0.3327438400891113
2022-04-06,0.09503750375037502,0.34693163000013694
2022-04-07,0.05705370537053704,0.5728742141612946
2022-04-08,0.045748574857485735,0.6512900296590823
2022-04-11,0.20426042604260425,0.04150306903013185
2022-04-12,0.1932073207320732,0.0541080126607834
2022-04-13,0.12964896489648964,0.1985745969574619
2022-04-14,0.16808880888088806,0.09458908347656655
2022-04-18,0.11360336033603359,0.26042017454450234
2022-04-19,0.14954695469546955,0.13753522913891839
2022-04-20,0.06846684668466846,0.49849771814723354
2022-04-21,0.05713771377137713,0.5723083656317373
2022-04-22,0.02766276627662766,0.7846979053150808
2022-04-25,0.15881188118811881,0.11452295590807335
2022-04-26,0.034359435943594356,0.7343274298883171
2022-04-27,-0.03125112511251125,0.7575819915564322
2022-04-28,-0.019285928592859283,0.8489547455650401
2022-04-29,-0.12198019801980196,0.2266680023051841
2022-05-02,-0.025262526252625258,0.8029825898297209
2022-05-03,-0.1082268226822682,0.28380389660851424
2022-05-04,0.009336933693369335,0.9265411637100855
2022-05-05,-0.0687068706870687,0.4969897055598328
2022-05-06,-0.10531053105310528,0.29705573115032036
2022-05-09,-0.24618061806180613,0.01354991936543922
2022-05-10,-0.23971197119711968,0.01630054378479754
2022-05-11,-0.14466246624662465,0.15100162601115963
2022-05-12,-0.042556255625562554,0.6741912799832659
2022-05-13,0.04004800480048005,0.6923973379530781
2022-05-16,-0.18097809780978094,0.07155512504339451
2022-05-17,-0.0012601260126012602,0.9900723109185139
2022-05-18,-0.14448244824482448,0.15151618384565413
2022-05-19,0.040192019201920184,0.6913471432476367
2022-05-20,0.05536153615361535,0.5843272899067009
2022-05-23,0.08906090609060906,0.37822871600749386
2022-05-24,-0.0797959795979598,0.4300027015466322
2022-05-25,0.001164116411641164,0.9908286721236746
2022-05-26,0.14702670267026702,0.14436492875125084
2022-05-27,0.15715571557155714,0.11840139125176292
2022-05-31,0.25369336933693365,0.010870035205267988
2022-06-01,0.2492169216921692,0.012404535414742394
2022-06-02,0.20268826882688265,0.043130535029572356
2022-06-03,0.2309270927092709,0.020801111516263755
2022-06-06,0.21299729972997294,0.03336413656589874
2022-06-07,0.19859585958595855,0.04761743169295733
2022-06-08,0.25742574257425743,0.009720284343838486
2022-06-09,0.2067686768676867,0.03901274716170397
2022-06-10,0.14736273627362736,0.14343979374422144
2022-06-13,0.087008700870087,0.3893581878804766
2022-06-14,0.03341134113411341,0.7413962333459101
2022-06-15,0.023534353435343533,0.8162142528127985
2022-06-16,-0.2921572157215721,0.003183123738576336
2022-06-17,-0.36435643564356435,0.00019399332961798733
2022-06-21,-0.4430963096309631,3.900702901176286e-06
2022-06-22,-0.40441644164416435,3.0056430578151836e-05
2022-06-23,-0.3459345934593459,0.00042291730113714476
2022-06-24,-0.01212121212121212,0.9047266887317083
2022-06-27,-0.3092829282928293,0.001741587574064549
2022-06-28,-0.39428742874287426,4.927988051903128e-05
2022-06-29,-0.4082688268826882,2.4798509151243975e-05
2022-06-30,-0.5357455745574558,9.262996438816324e-09
2022-07-01,-0.5442784278427842,4.824532720386817e-09
2022-07-05,-0.48712871287128706,2.754635665212405e-07
2022-07-06,-0.5395979597959796,6.915534815178309e-09
2022-07-07,-0.46211821182118207,1.2986878466990558e-06
2022-07-08,-0.43800780078007795,5.17742733595374e-06
2022-07-11,-0.4285988598859886,8.636515097229501e-06
2022-07-12,-0.5118391839183918,5.247529900815136e-08
2022-07-13,-0.5047344734473447,8.567498345414682e-08
2022-07-14,-0.5263966396639663,1.8545900506281162e-08
2022-07-15,-0.46169816981698164,1.3315744153792392e-06
2022-07-18,-0.4123852385238524,2.0139513381809013e-05
2022-07-19,-0.20246024602460244,0.04337093101094472
2022-07-20,-0.0646144614461446,0.5230253350016483
2022-07-21,0.08498049804980495,0.40054800436467464
2022-07-22,0.1410981098109811,0.1614362011451166
2022-07-25,0.05590159015901589,0.5806606697656538
2022-07-26,-0.10169816981698168,0.3140266023997635
2022-07-27,0.021830183018301825,0.8293128761345864
2022-07-28,0.14426642664266426,0.15213538769902937
2022-07-29,0.1797179717971797,0.0735854451597209
2022-08-01,0.22238223822382233,0.02616270800602102
2022-08-02,0.1431263126312631,0.15543486470468415
2022-08-03,0.29539753975397537,0.002847658533254174
2022-08-04,0.3395019501950195,0.0005491353676359409
2022-08-05,0.4061926192619262,2.751446373488002e-05
2022-08-08,0.37231323132313227,0.00013651046643995137
2022-08-09,0.2967176717671767,0.002720355813831791
2022-08-10,0.3477347734773477,0.00039271551996416365
2022-08-11,0.4344314431443143,6.300334062430931e-06
2022-08-12,0.45161716171617156,2.4029039049203903e-06
2022-08-15,0.4861686168616861,2.930316733513739e-07
2022-08-16,0.4527452745274527,2.2513966893402962e-06
2022-08-17,0.4213261326132613,1.269469502626551e-05
2022-08-18,0.37266126612661266,0.00013440012229008267
2022-08-19,0.4096369636963696,2.3148312026856565e-05
2022-08-22,0.40243624362436237,3.314866064362318e-05
2022-08-23,0.47440744074407437,6.155634208520826e-07
2022-08-24,0.45213321332133205,2.3324392101584973e-06
2022-08-25,0.49713771377137705,1.429579801198316e-07
2022-08-26,0.4062406240624062,2.7448639985142652e-05
2022-08-29,0.33237323732373236,0.000728736475953393
2022-08-30,0.42367836783678364,1.1218615911693929e-05
2022-08-31,0.43960396039603955,4.739729827131946e-06
2022-09-01,0.3817581758175817,8.888116435189808e-05
2022-09-02,0.25849384938493847,0.009411543920192
2022-09-06,0.19015901590159012,0.05809076650663453
2022-09-07,0.21900990099009895,0.028581214258188995
2022-09-08,0.35973597359735976,0.00023692562382772578
2022-09-09,0.42553855385538547,1.0167193017681424e-05
2022-09-12,0.4829642964296429,3.596972134261969e-07
2022-09-13,0.3567596759675967,0.0002690602962480307
2022-09-14,0.3374377437743774,0.0005964381837160398
2022-09-15,0.3483468346834683,0.00038290764990696265
2022-09-16,0.24190819081908188,0.015316896566714103
2022-09-19,0.2595259525952595,0.009121426236052351
2022-09-20,0.19188718871887187,0.05580438435990587
2022-09-21,0.11771977197719771,0.24342917687238616
2022-09-22,0.02459045904590459,0.8081218527277878
2022-09-23,0.02087008700870087,0.8367132546186464
2022-09-26,-0.13106510651065104,0.19367373642950403
2022-09-27,-0.012997299729972994,0.8978764922892332
2022-09-28,-0.000516051605160516,0.9959342889770237
2022-09-29,-0.03663966396639664,0.7174180263313075
2022-09-30,-0.035439543954395435,0.7263013203724614
2022-10-03,0.01044104410441044,0.9178831764191082
2022-10-04,0.1875307530753075,0.061714379915866716
2022-10-05,0.21206120612061202,0.03416627517489698
2022-10-06,0.14687068706870685,0.14479598324739246
2022-10-07,0.0742994299429943,0.462540901150601
2022-10-10,0.05968196819681968,0.5552963585795209
2022-10-11,0.008808880888088809,0.9306850327568491
2022-10-12,-0.21335733573357332,0.03305987484196652
